Filename,Preamble Snippet
UsioInc_20040428_SB-2_EX-10.11_1723988_EX-10.11_Affiliate Agreement 2.txt,"EXHIBIT 10.11

                         NETWORK 1 FINANCIAL CORPORATION

                           AFFILIATE OFFICE AGREEMENT

THIS  AGREEMENT  is  entered  into  by  and  between  NETWORK  1 FINANCIAL, INC. (""NETWORK  1""),  a  Virginia Corporation with its principal place of business at 1501  Farm  Credit  Drive,  Suite 1500, McLean, Virginia 22102-5004, and Payment Data  Systems,  Inc.,  the  Affiliate Office (""AFFILIATE""), a Nevada Corporation with  its  principal place of business at 12500 "
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement.txt,"Exhibit 10.6 LOCAL PROGRAMMING AND MARKETING AGREEMENT (WQHT HD2)

THIS LOCAL PROGRAMMING AND MARKETING AGREEMENT (this ""Agreement"") is made as of November 25, 2019 by and between MediaCo Holding Inc., an Indiana corporation (the ""Licensee""), and WBLS-WLIB LLC, an Indiana limited liability company (""Programmer""). Recitals

A. Licensee owns and operates the following radio station (the ""Station"") pursuant to licenses issued by the Federal Communications Commission (""FCC""): WQHT-FM, New York, NY ("
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.txt,"Exhibit 10.5

DISTRIBUTOR AGREEMENT

This Agreement is entered into as of January 21, 2005 (the ""Effective Date"") by and among VendingData Corporation, a Nevada corporation (""Vendor""), and Technical Casino Supplies Ltd, an English company (""Distributor"").

RECITALS

WHEREAS, Vendor is the owner of patents, patents pending, trademarks, and other related intellectual property involving a full range of shuffling machine products for the casino industry (collectively, the ""Products"" and, individuall"
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement.txt","Exhibit 10.10

CONFIDENTIAL TREATMENT REQUESTED. INFORMATION FOR WHICH CONFIDENTIAL TREATMENT HAS BEEN REQUESTED IS OMITTED AND MARKED WITH ""[***]"". AN UNREDACTED VERSION OF THE DOCUMENT HAS ALSO BEEN FURNISHED SEPARATELY TO THE SECURITIES AND EXCHANGE COMMISSION AS REQUIRED BY RULE 406 UNDER THE SECURITIES ACT OF 1933, AS AMENDED. MASTER DEVELOPMENT AND MANUFACTURING AGREEMENT

This Master Development and Manufacturing Agreement (including all appendices hereto, this ""Agreement"") is entered int"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt","EXHIBIT 10.3 SUPPLY AGREEMENT This Agreement (""the Agreement""), is made by and between EWSD 1, LLC, d/b/a/ SHI FARMS (""Shi Farms""), a Delaware limited liability company and Gridiron BioNutrients, Inc, a Nevada Corporation (""Gridiron"") , each individually ""a Party,"" and collectively, ""the Parties."" WHEREAS Shi Farms grows industrial hemp and wishes to sell hemp biomass (""Product""); and Gridiron wishes to purchase Product from Shi Farms; and Both Parties acknowledge that Shi Farms is the owner of "
PapaJohnsInternationalInc_20190617_8-K_EX-10.1_11707365_EX-10.1_Endorsement Agreement.txt,"Exhibit 10.1

ENDORSEMENT AGREEMENT

THIS ENDORSEMENT AGREEMENT (""Agreement"") is made and entered into effective March 15, 2019 (the ""Effective Date"") by and among, on the one hand, ABG-Shaq, LLC, a Delaware limited liability company (""ABG"") for the personal services of Shaquille O'Neal, (""CELEBRITY""), and, on the other hand, Papa John's Marketing Fund, Inc., a Kentucky corporation (""PJMF""), and Papa John's International, Inc. (""PJI"") (PJMF and PJI are, individually and collectively, ""PAPA JOHN'"
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT.txt,"1                                                                    EXHIBIT 10.3

                SOFTWARE LICENSE AND MAINTENANCE AGREEMENT

      This Software license and maintenance agreement (""Agreement"") is entered into effective as of August 4, 1997 (the ""Effective Date"") by and between D2 Technologies, Inc., a California corporation with offices at 104 West Anapamu Street, Santa Barbara, CA 93101 (""D2""), and Summa Four Inc., a Delaware corporation with offices at 25 Sundial Avenue, Manc"
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT.txt,"Exhibit 10.17

Confidential Materials omitted and filed separately with the Securities and Exchange Commission. Triple asterisks denote omissions.

COLLABORATION AGREEMENT

This Collaboration Agreement (""Agreement""), effective as of June , 2010 (the ""Effective Date""), is entered into by and between MacroGenics, Inc., a Delaware corporation with a place of business at 1500 East Gude Drive, Rockville, MD 20850 (""MacroGenics""), and Green Cross Corp., a Korean company with a place of business at 303"
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,"TREATMENT                                                        WITH RESPECT TO CERTAIN                                                        PORTIONS OF THIS                                                        AGREEMENT ACCORDINGLY,                                                        CERTAIN PORTIONS HAVE                                                        BEEN REDACTED

                                                                    Exhibit 10.1

                              SP"
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,"Exhibit 10.5 TRADEMARK LICENSE AGREEMENT This TRADEMARK LICENSE AGREEMENT (the ""Agreement"") is effective as of the [·] day of [·], 2019 (""Effective Date"") between Morgan Stanley Investment Management Inc. (""Licensor""), and Morgan Stanley Direct Lending Fund, a Delaware corporation (""Licensee""). WHEREAS, Licensor is the owner of all rights to the trademark ""Morgan Stanley"" and the ""Morgan Stanley"" design (collectively, the ""Brand""); WHEREAS, Licensee is a closed-end investment company that has el"
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.txt,"Exhibit 10.21

Confidential treatment has been requested for portions of this exhibit. The copy filed herewith omits the information subject to the confidentiality request. Omissions are designated as [*****]. A complete version of this exhibit has been filed separately with the Securities and Exchange Commission.

Network Management Outsourcing Agreement



Bank of South Pacific Ltd   Network Management Outsourcing Agreement







Datec Contact Details   [*****]   [*****]   [*****]   [*****]  "
PareteumCorp_20081001_8-K_EX-99.1_2654808_EX-99.1_Hosting Agreement.txt,"Exhibit 99.1   CONFIDENTIAL TREATMENT REQUESTED WITH RESPECT TO CERTAIN PORTIONS HEREOF DENOTED WITH ""***""

MOBILE VIRTUAL NETWORK ENABLER HOSTING AGREEMENT

BETWEEN

T-MOBILE NETHERLANDS B.V.

&

Elephant Talk Communication Holding AG

Source: PARETEUM CORP, 8-K, 10/1/2008





CONFIDENTIAL TREATMENT REQUESTED WITH RESPECT TO CERTAIN PORTIONS HEREOF DENOTED WITH ""***""   Hosting Agreement between ELEPHANT TALK and T-Mobile, 18/9/2008

  TABLE OF CONTENT 1. Definitions 2. Purpose and Scope of the"
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement.txt,"Exhibit 10.21

Certain information has been excluded from this agreement (indicated by ""[***]"") because such information (i) is not material and (ii) would be competitively harmful if publicly disclosed.

EXECUTION VERSION

CO-DEVELOPMENT AGREEMENT

This Co-Development Agreement (""Agreement""), made effective as of January 9, 2020 (the ""Effective Date""), is by and between PhaseBio Pharmaceuticals Inc., a Delaware corporation, with a principal place of business at 1 Great Valley Parkway, Suite 30,"
USASYNTHETICFUELCORP_10_21_2010-EX-10.10-STRATEGIC ALLIANCE AGREEMENT.txt,"Exhibit 10.11    Execution Copy    STRATEGIC ALLIANCE AGREEMENT    This STRATEGIC ALLIANCE AGREEMENT (this ""Agreement"") is made as of December 21, 2006 by and among OXBOW CARBON & MINERALS LLC, a Delaware limited liability company having a principal office address at 1601 Forum Place, Suite 1400, West Palm Beach, Florida 33401 (""Oxbow"") and GLOBAL ENERGY, INC., an Ohio corporation having a principal office address at 312 Walnut Street, Suite 2650, Cincinnati, Ohio 45202 (""Global Energy""). Oxbow "
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2.txt","EXHIBIT 'B' This Exhibit B is entered into as of the 26th day of March 2020 by and between Kubient, Inc. (""Kubient""), and The Associated Press (""Customer""). This Exhibit is hereby incorporated into and made a part of the Master Services Agreement (the ""Agreement"") between the Parties (Effective Date: February 5, 2020). NATURE OF ENGAGEMENT: Customer has retained Kubient to help increase revenue from its consumer offerings, including but not limited to its websites, apps, videos, and podcasts. SE"
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.txt,"EXHIBIT 10.4

                              CO-BRANDING AGREEMENT

         THIS CO-BRANDING AGREEMENT (the ""Agreement"") is made as of May 22, 2000 (the ""Effective Date""), by and between WOMEN.COM NETWORKS, INC., a Delaware corporation having a place of business at 1820 Gateway Drive Suite 150, San Mateo, CA 94404 (""Women.com""), and EDIETS.COM, INC., a Delaware corporation, having its principal place of business at 3467 West Hillsboro Boulevard, Suite 2, Deerfield Beach, Florida 33442 (""eDiets"")"
WESTERN COPPER - NON-COMPETITION AGREEMENT.txt,"NON COMPETITION AGREEMENT AND RIGHT OF FIRST OFFER

THIS AGREEMENT is dated May 3,2006.

BETWEEN:

GLAMIS GOLD LTD., a company incorporated under the laws  of the Province of British Columbia, having an office at 310-5190  Neil Road, Reno, Nevada 89502

(""Glam is"")

AND:

WESTERN COPPER CORPORATION, a company  incorporated under the laws of the Province of British Columbia,  having an office at 2050-1111 West Georgia Street, Vancouver.  B.C. V6E 4M3

(""Western Copper"")

WHEREAS:

(A) Glamis, Wes"
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT.txt,"JOINT DEVELOPMENT AND MARKETING AGREEMENT

BETWEEN

LECLANCHÉ SA

AND

OAK RIDGE ENERGY TECHNOLOGIES, INC.

1





1. 1.1.

1.2.

1.3.

This AGREEMENT is made on April 6, 2014, (""Effective Date"" between:

LECLANCHÉ S.A., being a company organized and existing under the laws of Switzerland, having its registered office at Avenue des Sports 42, 1400 Yverdon-les-Bains, Switzerland (""Leclanché""), and

OAK RIDGE ENERGY TECHNOLOGIES INC, being a company organized and existing under the laws of United "
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.txt","Exhibit 10.1



Sales, Marketing, Distribution, and Supply Agreement {***}   WHEREAS HEMISPHERX is a biopharmaceutical company with headquarters at One Penn Center, 1617 JFK Boulevard, Suite 500, Philadelphia, PA 19103, U.S. (""HEMISPHERX"") and Scientific Products Pharmaceutical Co. LTD is a pharmaceutical company with its primary offices located at Tahlia Street, P.O Box 10485, Riyadh 11433 Saudi Arabia ("" SCIEN""), each a ""Party"" together, ""Parties"", and   WHEREAS HEMISPHERX owns intellectual pr"
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,"[***] = CONFIDENTIAL TREATMENT REQUESTED

SCHEDULE A Product License Schedule FORM  This Product License Schedule is issued pursuant to the Software License, Customization and Maintenance Agreement (the ""Agreement"") executed by and between Bank of America, N.A. (""Bank of America"") and Cardlytics, (""Supplier"") and incorporates by reference all of the terms and conditions of the Agreement.

  TERM FOR ORDERING

A. Software

This Schedule constitutes an Order in accordance with the terms of the Agr"
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement.txt,"Exhibit 4.46     6 rue Adolphe Fischer L-1520 Luxembourg Luxembourg





CO-BRANDING AGREEMENT

THIS CO-BRANDING AGREEMENT (this ""Agreement""), entered into on the 22nd day of August 2005 and effective as of the 22nd day of August 2005 (""Effective Date""), by and among (a) Skype Communications, S.A. (""Skype""), a limited company (société anonyme) incorporated in Luxembourg, with its principal place of business at 6 rue Adolphe Fischer, L-1520 Luxembourg, Luxembourg, (b) Skype Technologies, S.A. (""S"
MphaseTechnologiesInc_20030911_10-K_EX-10.15_1560667_EX-10.15_Co-Branding Agreement.txt,"EXHIBIT 10.15

CO-BRANDING AGREEMENT

This Agreement is made this 21st day of January 2003 by and between Lucent Technologies Inc., a Delaware corporation having a principal place of business at 600 Mountain Avenue, Murray Hill, New Jersey 07974 (""Lucent"") and mPhase Technologies Inc., a New Jersey corporation located at 587 Connecticut Avenue, Norwalk, Connecticut 068545 (""mPhase"") (each individually, ""a Party"" and, collectively, ""the Parties""}.

WHEREAS, mPhase wishes to use the Lucent Technol"
"CERES,INC_01_25_2012-EX-10.20-Collaboration Agreement.txt","Exhibit 10.20

Pages where confidential treatment has been requested are stamped 'Confidential Treatment Requested and the Redacted Material has been  separately filed with the Commission,' and the confidential section has been marked as follows: [***].

Collaboration Agreement

between

Institute of Grassland and Environmental Research

and

Ceres, Inc.         CERES-IGER Collaboration Agreement    Page 1 of 75







TABLE OF CONTENTS             1. RESEARCH PROJECTS      3   2. MANAGEMENT COM"
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT.txt","Exhibit 10.1 [*] Certain confidential information contained in this document, marked by brackets, is omitted because it is both (i) not material and (ii) would be competitively harmful if publicly disclosed.

SUPPLY AGREEMENT

THIS SUPPLY AGREEMENT (this ""Agreement"") is made this, 20t h day of January, 2020 (the ""Effective Date""), by and between HOVIONE INTER AG, together with its subsidiaries and affiliates, and organized and existing under the laws of Switzerland and having its registered offi"
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC..txt","Exhibit 10.17

INTELLECTUAL PROPERTY AGREEMENT

between

THE BABCOCK & WILCOX COMPANY

and

BABCOCK & WILCOX ENTERPRISES, INC.

dated as of

June 26, 2015





TABLE OF CONTENTS   ARTICLE I   DEFINITIONS     1

  Section 1.1   Definitions     1

  Section 1.2   Interpretation     4

ARTICLE II   INTELLECTUAL PROPERTY ASSIGNMENT AND OWNERSHIP     5

  Section 2.1   Reserved     5

  Section 2.2   Reserved     5

  Section 2.3   Assistance by Employees; Inventor Compensation     5

  Section 2.4  "
"TRANSPHORM,INC_02_14_2020-EX-10.12(1)-JOINT VENTURE AGREEMENT.txt","Exhibit 10.12.1

Confidential Execution Version

[***] Certain information in this document has been excluded because it both (i) is not material and (ii) would likely cause competitive harm to the registrant if publicly disclosed.

JOINT VENTURE AGREEMENT

by and among

Aizu Fujitsu Semiconductor Limited

Fujitsu Semiconductor Limited

and

Transphorm, Inc.

Date

May 23, 2017





Confidential Execution Version

TABLE OF CONTENTS

Page Article I Definitions 1

Article II Representations and Wa"
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement.txt,"Exhibit 10.B.01 EXECUTION COPY

VIDEO-ON-DEMAND CONTENT LICENSE AGREEMENT between Rogers Cable Communications Inc. (""Rogers"") and EuroMedia Holdings Corp. (""Licensor"") offering EurocinemaSM Video-on-Demand service made as of July 11 , 2006 (the ""Effective Date"") (the ""Agreement"")

  1. RIGHTS GRANTED   Licensor grants to Rogers the non-exclusive license and right to distribute and exhibit in Canada (the ""Territory"") all entertainment programming to which Licensor owns or controls the VOD distrib"
"Sonos, Inc. - Manufacturing Agreement .txt","Exhibit 10.07 [*] Certain confidential information contained in this document, marked by brackets, has been omitted and filed separately with the Securities and Exchange Commission pursuant to Rule 406 of the Securities Act of 1933, as amended.

Manufacturing Agreement

Between

Sonos, Inc.

And

IAC





TABLE OF CONTENTS 1.0 DEFINITIONS 3 2.0 SCOPE OF RELATIONSHIP 8 3.0 OWNERSHIP; GRANT OF RIGHTS; TRADEMARKS USAGE 8 4.0 MANUFACTURING OPERATIONS; COMPLIANCE 9 5.0 FORECASTS, PURCHASE ORDERS AND "
